Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Activity,Age,Disability status,Education level,Location,Migratory status,Nature,Observation Status,Quantile,Reporting Type,Sex,Type of occupation,Type of product,Units
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),392,Japan,2020,-4.29594,2020,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2012,3.81394,2012,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2013,1.52164,2013,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2014,0.49992,2014,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2015,-2.1892,2015,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2016,-0.00655,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2017,1.64761,2017,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2018,2.66332,2018,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2019,1.93631,2019,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2020,-2.99264,2020,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2012,2.40252,2012,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2013,3.21755,2013,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2014,2.58576,2014,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2015,1.76334,2015,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2016,2.20535,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2017,3.52413,2017,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2018,2.60841,2018,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2019,0.52741,2019,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2020,-6.13499,2020,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2012,35.72956,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2013,42.01662,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2014,49.20544,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2015,52.96537,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2016,54.33737,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2017,55.14051,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2018,54.37465,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2019,53.40976,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2020,51.65994,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2012,127.91103,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2013,128.32341,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2014,127.51837,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2015,127.64882,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2016,127.76554,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2017,127.66086,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2018,127.38371,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2019,124.11586,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2020,121.70507,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2012,142.13874,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2013,156.61021,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2014,185.40671,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2015,172.73887,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2016,168.74665,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2017,164.03982,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2018,161.11086,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2019,165.45814,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",643,Russian Federation,2020,164.93415,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2012,59.2232,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2013,58.20683,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2014,57.50056,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2015,58.04607,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2016,55.81322,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2017,63.10308,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2018,64.59318,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2019,58.77726,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",702,Singapore,2020,54.00705,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2012,16.87125,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2013,17.6414,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2014,17.83004,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2015,17.64001,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2016,17.25762,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2017,16.74642,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2018,16.13625,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2019,15.64347,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2020,15.22441,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2012,33.94994,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2013,33.91204,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2014,33.89787,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2015,34.1402,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2016,34.09589,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2017,33.99796,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2018,34.01383,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2019,33.91986,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2020,33.92083,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2012,38.25308,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2013,38.52188,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2014,37.03706,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2015,32.92677,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2016,30.13294,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2017,29.23299,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2018,26.26059,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2019,25.63343,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",643,Russian Federation,2020,24.58958,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2012,9.42435,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2013,9.11416,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2014,9.00611,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2015,8.95403,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2016,8.68206,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2017,8.22025,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2018,8.12722,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2019,7.81964,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",702,Singapore,2020,7.01911,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,53.57111,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,AGG_GE2,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,37.46404,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,_T,ALLAREA,,G,,_T,G,FEMALE,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,45.26776,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,_T,ALLAREA,,G,,R60,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,35.16621,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15-24,,_T,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,36.32416,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,25+,,_T,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,36.05899,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,_T,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,22.13401,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,_T,ALLAREA,,G,,B40,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,15.78428,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,AGG_0_1,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2014,34.61793,2014,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,15+,,_T,ALLAREA,,G,,_T,G,MALE,,,PERCENT
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",360,Indonesia,2017,49.49747,2017,,,,,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,,,25+,,_T,ALLAREA,,G,,_T,G,BOTHSEX,,,PERCENT
