Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Activity,Age,Disability status,Education level,Location,Migratory status,Nature,Observation Status,Quantile,Reporting Type,Sex,Type of occupation,Type of product,Units
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),764,Thailand,2018,3.86148,2018,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),764,Thailand,2019,1.97687,2019,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),764,Thailand,2020,-6.32185,2020,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,,,,,CA,,,G,,,,PERCENT
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2010,13.03989,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2011,16.44819,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2012,35.72956,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2013,42.01662,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2014,49.20544,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2015,52.96537,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2016,54.33737,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2017,55.14051,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2018,54.37465,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2019,53.40976,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",360,Indonesia,2020,51.65994,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2010,130.92777,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2011,128.57922,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2012,127.91103,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2013,128.32341,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2014,127.51837,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2015,127.64882,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2016,127.76554,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2017,127.66086,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2018,127.38371,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2019,124.11586,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",392,Japan,2020,121.70507,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2010,15.10652,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2011,16.80462,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2012,18.8511,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2013,21.92552,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2014,23.18432,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2015,25.043,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2016,27.04165,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2017,28.13515,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2018,28.89899,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2019,28.97543,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",608,Philippines,2020,29.71694,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2010,81.88641,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2011,87.31299,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2012,94.78646,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2013,102.35401,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2014,114.21387,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2015,117.3718,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2016,117.62496,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2017,117.79172,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2018,117.50324,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2019,115.09167,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",764,Thailand,2020,111.82162,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2010,8.11013,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2011,14.70674,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2012,16.87125,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2013,17.6414,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2014,17.83004,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2015,17.64001,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2016,17.25762,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2017,16.74642,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2018,16.13625,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2019,15.64347,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",360,Indonesia,2020,15.22441,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2010,33.81831,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2011,33.90075,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2012,33.94994,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2013,33.91204,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2014,33.89787,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2015,34.1402,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2016,34.09589,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2017,33.99796,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2018,34.01383,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2019,33.91986,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",392,Japan,2020,33.92083,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2010,7.54681,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2011,7.65738,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2012,7.93365,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2013,8.24055,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2014,8.61638,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2015,8.76368,2015,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2016,8.8377,2016,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2017,8.99454,2017,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2018,9.02092,2018,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2019,9.1995,2019,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",608,Philippines,2020,9.16906,2020,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",764,Thailand,2010,11.00461,2010,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",764,Thailand,2011,11.33667,2011,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",764,Thailand,2012,11.68456,2012,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",764,Thailand,2013,12.08962,2013,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
8,8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",764,Thailand,2014,12.51532,2014,,,,,IMF,,,,15+,,,,,C,A,,G,,,,PER_100000_POP
